time(UTC),error,lowalarm,highalarm,Accumulated Real Energy Net (kWh),"Real Energy Quadrants 1 & 4, Import (kWh)","Real Energy Quadrants 2 & 3, Export (kWh)",Reactive Energy Quadrant 1 (VARh),Reactive Energy Quadrant 2 (VARh),Reactive Energy Quadrant 3 (VARh),Reactive Energy Quadrant 4 (VARh),Apparent Energy Net (VAh),Apparent Energy Quadrants 1 & 4 (VAh),Apparent Energy Quadrants 2 & 3 (VAh),Total Net Instantaneous Real Power (kW),Total Net Instantaneous Reactive Power (kVAR),Total Net Instantaneous Apparent Power (kVA),Total Power Factor,"Voltage, L-L, 3p Ave (Volts)","Voltage, L-N, 3p Ave (Volts)","Current, 3p Ave (Amps)",Frequency (Hz),Total Real Power Present Demand (kW),Total Reactive Power Present Demand (kVAR),Total Apparent Power Present Demand (kVA),"Total Real Power Max Demand, Import (kW)","Total Reactive Power Max Demand, Import (kVAR)","Total Apparent Power Max Demand, Import (kVA)","Total Real Power Max Demand, Export (kW)","Total Reactive Power Max Demand, Export (kVAR)","Total Apparent Power Max Demand, Export (kVA)","Accumulated Real Energy, Phase A, Import (kW)","Accumulated Real Energy, Phase B, Import (kW)","Accumulated Real Energy, Phase C, Import (kW)","Accumulated Real Energy, Phase A, Export (kW)","Accumulated Real Energy, Phase B, Export (kW)","Accumulated Real Energy, Phase C, Export (kW)","Accumulated Q1 Reactive Energy, Phase A, Import (VARh)","Accumulated Q1 Reactive Energy, Phase B, Import (VARh)","Accumulated Q1 Reactive Energy, Phase C, Import (VARh)","Accumulated Q2 Reactive Energy, Phase A, Import (VARh)","Accumulated Q2 Reactive Energy, Phase B, Import (VARh)","Accumulated Q2 Reactive Energy, Phase C, Import (VARh)","Accumulated Q3 Reactive Energy, Phase A, Export (VARh)","Accumulated Q3 Reactive Energy, Phase B, Export (VARh)","Accumulated Q3 Reactive Energy, Phase C, Export (VARh)","Accumulated Q4 Reactive Energy, Phase A, Export (VARh)","Accumulated Q4 Reactive Energy, Phase B, Export (VARh)","Accumulated Q4 Reactive Energy, Phase C, Export (VARh)","Accumulated Apparent Energy, Phase A, Import (VAh)","Accumulated Apparent Energy, Phase B, Import (VAh)","Accumulated Apparent Energy, Phase C, Import (VAh)","Accumulated Apparent Energy, Phase A, Export (VAh)","Accumulated Apparent Energy, Phase B, Export (VAh)","Accumulated Apparent Energy, Phase C, Export (VAh)","Real Power, Phase A (kW)","Real Power, Phase B (kW)","Real Power, Phase C (kW)","Reactive Power, Phase A (kVAR)","Reactive Power, Phase B (kVAR)","Reactive Power, Phase C (kVAR)","Apparent Power, Phase A (kVA)","Apparent Power, Phase B (kVA)","Apparent Power, Phase C (kVA)","Power Factor, Phase A","Power Factor, Phase B","Power Factor, Phase C","Voltage, Phase A-B (Volts)","Voltage, Phase B-C (Volts)","Voltage, Phase A-C (Volts)","Voltage, Phase A-N (Volts)","Voltage, Phase B-N (Volts)","Voltage, Phase C-N (Volts)","Current, Phase A (Amps)","Current, Phase B (Amps)","Current, Phase C (Amps)"
9/11/2023 19:30,0,0,0,349800.72,349827.88,27.16,18920.19,2516.56,0.43,12237.17,367435.38,367866.19,430.82,5.3,-0.48,5.32,1,346.12,185.79,6.93,60.01,9.66,-0.85,9.7,28.67,0.52,28.67,-15.96,-1.61,15.96,144101.55,147115.23,58611.09,4.65,4.34,18.17,7359.21,8809.48,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5989.85,5374.8,872.52,150667.28,154708.88,60485.52,241.17,83.94,2197.47,2.46,2.83,0,-0.13,-0.35,0,2.47,2.86,0,1,0.99,1,481.09,279.22,278.04,278,279.23,0.15,9.36,11.28,0.15
9/11/2023 19:45,0,0,0,349801.97,349829.13,27.16,18920.19,2516.56,0.43,12237.28,367436.63,367867.44,430.82,4.72,-0.41,4.74,1,345.86,185.65,6.28,60.01,5.23,-0.49,5.25,28.67,0.52,28.67,-15.96,-1.61,15.96,144102.14,147115.91,58611.09,4.65,4.34,18.17,7359.21,8809.48,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5989.88,5374.88,872.52,150667.88,154709.55,60485.52,241.17,83.94,2197.47,2.19,2.52,0,-0.12,-0.31,0,2.2,2.54,0,1,0.99,1,480.63,278.93,277.8,277.76,278.94,0.15,8.42,10.26,0.14
9/11/2023 20:00,0,0,0,349803.16,349830.31,27.16,18920.19,2516.56,0.43,12237.39,367437.84,367868.66,430.82,4.91,-0.44,4.93,1,346.01,185.76,6.46,60.01,4.76,-0.43,4.78,28.67,0.52,28.67,-15.96,-1.61,15.96,144102.67,147116.53,58611.09,4.65,4.34,18.17,7359.21,8809.48,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5989.91,5374.96,872.52,150668.44,154710.19,60485.52,241.17,83.94,2197.47,2.28,2.63,0,-0.12,-0.32,0,2.29,2.65,0,1,0.99,1,480.84,278.94,278.25,278.2,278.94,0.15,8.7,10.54,0.14
9/11/2023 20:15,0,0,0,349804.31,349831.47,27.16,18920.19,2516.56,0.43,12237.49,367439,367869.81,430.82,4.2,-0.33,4.21,1,346.11,185.8,5.38,59.92,4.8,-0.43,4.82,28.67,0.52,28.67,-15.96,-1.61,15.96,144103.22,147117.16,58611.09,4.65,4.34,18.17,7359.21,8809.48,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5989.94,5375.03,872.52,150668.97,154710.81,60485.52,241.17,83.94,2197.47,1.94,2.26,0,-0.11,-0.22,0,1.94,2.27,0,1,1,1,481.05,279,278.28,278.23,279.01,0.15,7.53,8.49,0.11
9/11/2023 20:30,0,0,0,349805.25,349832.41,27.16,18920.19,2516.56,0.43,12237.56,367439.94,367870.75,430.82,3.18,-0.26,3.19,1,346.25,185.84,4.21,60.02,4.09,-0.32,4.11,28.67,0.52,28.67,-15.96,-1.61,15.96,144103.66,147117.66,58611.09,4.65,4.34,18.17,7359.21,8809.48,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5989.96,5375.08,872.52,150669.41,154711.3,60485.52,241.17,83.94,2197.47,1.47,1.71,0,-0.08,-0.17,0,1.47,1.72,0,1,0.99,1,481.33,279.14,278.27,278.22,279.14,0.15,5.95,6.59,0.09
9/11/2023 20:45,0,0,0,349805.97,349833.13,27.16,18920.19,2516.56,0.43,12237.62,367440.63,367871.44,430.82,2.69,-0.22,2.7,1,346.18,185.82,3.65,60.01,3.07,-0.25,3.08,28.67,0.52,28.67,-15.96,-1.61,15.96,144103.97,147118.03,58611.09,4.65,4.34,18.17,7359.21,8809.48,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5989.98,5375.12,872.52,150669.73,154711.7,60485.52,241.17,83.94,2197.47,1.24,1.45,0,-0.06,-0.16,0,1.24,1.46,0,1,0.99,1,481.19,278.98,278.38,278.34,278.98,0.15,5.19,5.68,0.08
9/11/2023 21:00,0,0,0,349806.66,349833.81,27.16,18920.19,2516.56,0.43,12237.68,367441.34,367872.16,430.82,3.39,-0.27,3.4,1,346.21,185.81,4.42,60.01,2.67,-0.22,2.68,28.67,0.52,28.67,-15.96,-1.61,15.96,144104.3,147118.42,58611.09,4.65,4.34,18.17,7359.21,8809.48,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5990,5375.16,872.52,150670.06,154712.08,60485.52,241.17,83.94,2197.47,1.56,1.83,0,-0.08,-0.19,0,1.56,1.84,0,1,0.99,1,481.31,279.13,278.2,278.14,279.15,0.15,6.21,6.96,0.09
9/11/2023 21:15,0,0,0,349807.59,349834.75,27.16,18920.19,2516.56,0.43,12237.75,367442.28,367873.09,430.82,4.94,-0.35,4.95,1,346.86,186.25,6.25,60.02,3.34,-0.26,3.35,28.67,0.52,28.67,-15.96,-1.61,15.96,144104.73,147118.92,58611.09,4.65,4.34,18.17,7359.21,8809.48,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5990.02,5375.21,872.52,150670.48,154712.58,60485.52,241.17,83.94,2197.47,2.29,2.65,0,-0.11,-0.23,0,2.29,2.66,0,1,1,1,481.93,279.8,278.85,278.79,279.81,0.15,8.77,9.85,0.12
9/11/2023 21:30,0,0,0,349808.91,349836.06,27.16,18920.19,2516.56,0.43,12237.86,367443.56,367874.38,430.82,4.58,-0.42,4.6,1,347.01,186.29,6.12,59.99,4.98,-0.42,5,28.67,0.52,28.67,-15.96,-1.61,15.96,144105.33,147119.63,58611.09,4.65,4.34,18.17,7359.21,8809.48,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5990.05,5375.29,872.52,150671.08,154713.27,60485.52,241.17,83.94,2197.47,2.14,2.45,0,-0.11,-0.3,0,2.14,2.47,0,1,0.99,1,482.28,279.69,279.07,279.03,279.7,0.15,8.2,10.04,0.13
9/11/2023 21:45,0,0,0,349810.19,349837.34,27.16,18920.19,2516.56,0.43,12237.97,367444.84,367875.66,430.82,5.07,-0.44,5.09,1,346.43,185.98,6.69,60.01,4.89,-0.43,4.91,28.67,0.52,28.67,-15.96,-1.61,15.96,144105.92,147120.3,58611.09,4.65,4.34,18.17,7359.21,8809.48,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5990.08,5375.37,872.52,150671.67,154713.95,60485.52,241.17,83.94,2197.47,2.36,2.71,0,-0.12,-0.32,0,2.36,2.73,0,1,0.99,1,481.45,279.29,278.53,278.48,279.31,0.15,9,10.92,0.14
9/11/2023 22:00,0,0,0,349811.28,349838.44,27.16,18920.19,2516.56,0.43,12238.07,367446,367876.81,430.82,4.28,-0.32,4.3,1,346.98,186.33,5.47,60.05,4.91,-0.43,4.93,28.67,0.52,28.67,-15.96,-1.61,15.96,144106.45,147120.91,58611.09,4.65,4.34,18.17,7359.21,8809.48,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5990.11,5375.44,872.52,150672.2,154714.58,60485.52,241.17,83.94,2197.47,1.98,2.3,0,-0.1,-0.22,0,1.98,2.31,0,1,1,1,482.05,279.65,279.24,279.18,279.66,0.15,7.66,8.64,0.11
9/11/2023 22:15,0,0,0,349812.28,349839.44,27.16,18920.19,2516.56,0.43,12238.14,367446.97,367877.78,430.82,3.67,-0.29,3.68,1,346.52,186.03,4.75,60.02,4.1,-0.31,4.11,28.67,0.52,28.67,-15.96,-1.61,15.96,144106.91,147121.44,58611.09,4.65,4.34,18.17,7359.21,8809.48,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5990.13,5375.49,872.52,150672.66,154715.11,60485.52,241.17,83.94,2197.47,1.69,1.97,0,-0.09,-0.2,0,1.7,1.98,0,1,0.99,1,481.58,279.27,278.71,278.66,279.29,0.15,6.68,7.49,0.1
9/11/2023 22:30,0,0,0,349813.28,349840.44,27.16,18920.19,2516.56,0.43,12238.22,367448,367878.81,430.82,4.6,-0.46,4.63,1,345.8,185.73,6.16,60.02,3.69,-0.29,3.7,28.67,0.52,28.67,-15.96,-1.61,15.96,144107.36,147121.97,58611.09,4.65,4.34,18.17,7359.21,8809.48,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5990.16,5375.55,872.52,150673.13,154715.64,60485.52,241.17,83.94,2197.47,2.14,2.46,0,-0.11,-0.35,0,2.15,2.48,0,1,0.99,1,480.31,278.86,278.24,278.15,278.88,0.15,8.22,10.13,0.13
9/11/2023 22:45,0,0,0,349814.5,349841.66,27.16,18920.19,2516.56,0.43,12238.32,367449.19,367880,430.82,8.49,-0.76,8.52,1,345.29,185.4,10.98,59.99,4.72,-0.4,4.74,28.67,0.52,28.67,-15.96,-1.61,15.96,144107.92,147122.61,58611.09,4.65,4.34,18.17,7359.21,8809.48,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5990.19,5375.61,872.52,150673.69,154716.3,60485.52,241.17,83.94,2197.47,3.97,4.5,0,-0.27,-0.45,0,3.97,4.53,0,1,1,1,479.79,278.62,277.45,277.4,278.63,0.15,15.5,17.25,0.21
9/11/2023 23:00,0,0,0,349815.66,349842.81,27.16,18920.19,2516.56,0.43,12238.43,367450.34,367881.16,430.82,2.08,-0.18,2.09,1,343.48,184.36,3.01,60,5.61,-0.51,5.63,28.67,0.52,28.67,-15.96,-1.61,15.96,144108.47,147123.23,58611.09,4.65,4.34,18.17,7359.21,8809.48,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5990.23,5375.68,872.52,150674.23,154716.94,60485.52,241.17,83.94,2197.47,0.97,1.12,0,-0.05,-0.13,0,0.97,1.12,0,1,0.99,1,477.48,276.64,276.32,276.26,276.66,0.15,4.36,4.59,0.07
9/11/2023 23:15,0,0,0,349816.25,349843.41,27.16,18920.19,2516.56,0.43,12238.48,367450.97,367881.78,430.82,1.69,-0.14,1.7,1,344.11,184.63,2.58,60.01,2.55,-0.21,2.55,28.67,0.52,28.67,-15.96,-1.61,15.96,144108.75,147123.56,58611.09,4.65,4.34,18.17,7359.21,8809.48,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5990.25,5375.72,872.52,150674.5,154717.25,60485.52,241.17,83.94,2197.47,0.77,0.92,0,-0.03,-0.11,0,0.78,0.92,0,1,0.99,1,478.57,277.15,276.62,276.57,277.15,0.15,3.75,3.93,0.06
9/11/2023 23:30,0,0,0,349816.69,349843.84,27.16,18920.19,2516.56,0.43,12238.52,367451.41,367882.22,430.82,1.77,-0.16,1.78,1,344.45,184.81,2.68,60.02,1.79,-0.15,1.8,28.67,0.52,28.67,-15.96,-1.61,15.96,144108.95,147123.8,58611.09,4.65,4.34,18.17,7359.21,8809.48,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5990.26,5375.75,872.52,150674.72,154717.5,60485.52,241.17,83.94,2197.47,0.82,0.96,0,-0.05,-0.11,0,0.82,0.96,0,1,0.99,1,479.02,277.42,276.92,276.86,277.43,0.15,3.9,4.06,0.06
9/11/2023 23:45,0,0,0,349817.09,349844.25,27.16,18920.19,2516.56,0.43,12238.55,367451.81,367882.63,430.82,1.46,-0.12,1.46,1,344.87,185.1,2.33,60.01,1.71,-0.14,1.71,28.67,0.52,28.67,-15.96,-1.61,15.96,144109.14,147124.02,58611.09,4.65,4.34,18.17,7359.21,8809.48,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5990.26,5375.77,872.52,150674.89,154717.7,60485.52,241.17,83.94,2197.47,0.67,0.79,0,-0.03,-0.1,0,0.67,0.79,0,1,0.99,1,479.41,277.72,277.47,277.41,277.74,0.15,3.44,3.51,0.06
9/12/2023 0:00,0,0,0,349817.41,349844.56,27.16,18920.19,2516.56,0.43,12238.58,367452.16,367882.97,430.82,1.28,-0.11,1.29,1,345.09,185.2,2.18,60.02,1.36,-0.12,1.36,28.67,0.52,28.67,-15.96,-1.61,15.96,144109.28,147124.2,58611.09,4.65,4.34,18.17,7359.21,8809.48,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5990.27,5375.79,872.52,150675.05,154717.88,60485.52,241.17,83.94,2197.47,0.59,0.69,0,-0.02,-0.09,0,0.59,0.7,0,1,0.99,1,479.75,277.86,277.65,277.59,277.87,0.15,3.25,3.24,0.05
9/12/2023 0:15,0,0,0,349817.69,349844.84,27.16,18920.19,2516.56,0.43,12238.6,367452.41,367883.22,430.82,1.18,-0.12,1.18,1,344.63,185,2.07,60.01,1.15,-0.1,1.16,28.67,0.52,28.67,-15.96,-1.61,15.96,144109.42,147124.34,58611.09,4.65,4.34,18.17,7359.21,8809.48,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5990.27,5375.81,872.52,150675.16,154718.05,60485.52,241.17,83.94,2197.47,0.54,0.63,0,-0.02,-0.09,0,0.54,0.64,0,1,0.99,1,479.01,277.6,277.27,277.22,277.61,0.15,3.09,3.07,0.05
9/12/2023 0:30,0,0,0,349818.03,349845.19,27.16,18920.19,2516.56,0.43,12238.63,367452.75,367883.56,430.82,1.93,-0.16,1.94,1,345.36,185.31,2.81,59.97,1.22,-0.11,1.22,28.67,0.52,28.67,-15.96,-1.61,15.96,144109.58,147124.53,58611.09,4.65,4.34,18.17,7359.21,8809.48,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5990.28,5375.84,872.52,150675.33,154718.23,60485.52,241.17,83.94,2197.47,0.91,1.04,0,-0.02,-0.12,0,0.88,1.06,0,1,0.99,1,480.25,278.12,277.72,277.66,278.13,0.15,4.04,4.32,0.06
9/12/2023 0:45,0,0,0,349818.44,349845.59,27.16,18920.19,2516.56,0.43,12238.67,367453.16,367883.97,430.82,1.09,-0.1,1.09,1,344.88,185.05,1.96,60.02,1.64,-0.14,1.64,28.67,0.52,28.67,-15.96,-1.61,15.96,144109.73,147124.73,58611.09,4.65,4.34,18.17,7359.21,8809.48,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5990.29,5375.86,872.52,150675.5,154718.42,60485.52,241.17,83.94,2197.47,0.5,0.59,0,-0.01,-0.08,0,0.5,0.59,0,1,0.99,1,479.49,277.81,277.51,277.45,277.81,0.15,2.91,2.9,0.05
9/12/2023 1:00,0,0,0,349818.59,349845.75,27.16,18920.19,2516.56,0.43,12238.68,367453.31,367884.13,430.82,0.42,-0.03,0.42,1,345.24,185.26,1.46,60.01,0.96,-0.08,0.96,28.67,0.52,28.67,-15.96,-1.61,15.96,144109.81,147124.83,58611.09,4.65,4.34,18.17,7359.22,8809.48,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5990.29,5375.88,872.52,150675.58,154718.52,60485.52,241.17,83.94,2197.47,0.19,0.23,0,0,-0.03,0,0.19,0.24,0,1,0.99,1,480.04,277.9,277.78,277.71,277.92,0.15,2.27,2.08,0.04
9/12/2023 1:15,0,0,0,349818.66,349845.81,27.16,18920.2,2516.56,0.43,12238.69,367453.38,367884.19,430.82,0.05,-0.02,0.05,0.95,345.59,185.46,1.34,59.89,0.32,-0.01,0.32,28.67,0.52,28.67,-15.96,-1.61,15.96,144109.84,147124.86,58611.09,4.65,4.34,18.17,7359.22,8809.48,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5990.29,5375.88,872.52,150675.61,154718.55,60485.52,241.17,83.94,2197.47,0.02,0.03,0,0.01,-0.03,0,0.03,0.04,0,0.87,0.68,1,480.47,278.16,278.12,278.07,278.16,0.15,2.12,1.86,0.04
9/12/2023 1:30,0,0,0,349818.66,349845.81,27.16,18920.24,2516.56,0.43,12238.69,367453.41,367884.22,430.82,0.01,0.23,0.23,0.06,345.78,185.59,0.29,60.01,0.04,0.08,0.13,28.67,0.52,28.67,-15.96,-1.61,15.96,144109.84,147124.86,58611.09,4.65,4.34,18.17,7359.24,8809.51,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5990.29,5375.88,872.52,150675.63,154718.58,60485.52,241.17,83.94,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.04,0.08,1,480.71,278.33,278.31,278.25,278.35,0.15,0.34,0.53,0
9/12/2023 1:45,0,0,0,349818.66,349845.81,27.16,18920.3,2516.56,0.43,12238.69,367453.47,367884.28,430.82,0.01,0.23,0.23,0.06,345.82,185.58,0.3,60,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144109.84,147124.86,58611.09,4.65,4.34,18.17,7359.26,8809.54,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5990.29,5375.88,872.52,150675.64,154718.61,60485.52,241.17,83.94,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.03,0.07,1,480.83,278.33,278.31,278.25,278.34,0.15,0.34,0.54,0.02
9/12/2023 2:00,0,0,0,349818.66,349845.81,27.16,18920.36,2516.56,0.43,12238.69,367453.53,367884.34,430.82,0.01,0.23,0.23,0.06,346.29,185.84,0.3,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144109.84,147124.86,58611.09,4.65,4.34,18.17,7359.28,8809.58,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5990.29,5375.88,872.52,150675.67,154718.64,60485.52,241.17,83.94,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.04,0.08,1,481.46,278.81,278.6,278.56,278.8,0.15,0.34,0.54,0.01
9/12/2023 2:15,0,0,0,349818.66,349845.81,27.16,18920.41,2516.56,0.43,12238.69,367453.59,367884.41,430.82,0.02,0.23,0.23,0.07,346.47,185.93,0.3,60.02,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144109.84,147124.88,58611.09,4.65,4.34,18.17,7359.3,8809.61,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5990.29,5375.88,872.52,150675.69,154718.67,60485.52,241.17,83.94,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.04,0.08,1,481.75,278.94,278.73,278.68,278.95,0.15,0.34,0.54,0.01
9/12/2023 2:30,0,0,0,349818.66,349845.81,27.16,18920.47,2516.57,0.43,12238.69,367453.66,367884.47,430.82,0.02,0.22,0.22,0.07,347.72,186.62,0.29,60.02,0.01,0.24,0.24,28.67,0.52,28.67,-15.96,-1.61,15.96,144109.84,147124.88,58611.09,4.65,4.34,18.17,7359.33,8809.65,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5990.29,5375.88,872.52,150675.7,154718.73,60485.52,241.17,83.94,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.05,0.09,1,483.41,279.94,279.82,279.76,279.94,0.15,0.33,0.52,0.01
9/12/2023 2:45,0,0,0,349818.66,349845.81,27.16,18920.53,2516.57,0.43,12238.69,367453.69,367884.5,430.82,0.02,0.23,0.23,0.08,348.41,186.92,0.29,60.01,0.01,0.24,0.24,28.67,0.52,28.67,-15.96,-1.61,15.96,144109.84,147124.88,58611.09,4.65,4.34,18.17,7359.35,8809.69,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5990.29,5375.88,872.52,150675.73,154718.77,60485.52,241.17,83.94,2197.47,0.01,0.01,0,0.09,0.14,0,0.09,0.14,0,0.06,0.09,1,484.38,280.29,280.32,280.28,280.29,0.15,0.33,0.54,0.01
9/12/2023 3:00,0,0,0,349818.66,349845.81,27.16,18920.59,2516.57,0.43,12238.69,367453.75,367884.56,430.82,0.01,0.24,0.24,0.06,348.33,186.9,0.3,59.95,0.01,0.24,0.24,28.67,0.52,28.67,-15.96,-1.61,15.96,144109.84,147124.88,58611.09,4.65,4.34,18.17,7359.37,8809.72,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5990.29,5375.88,872.52,150675.75,154718.8,60485.52,241.17,83.94,2197.47,0,0.01,0,0.09,0.15,0,0.09,0.15,0,0.04,0.07,1,484.41,280.43,280.16,280.11,280.43,0.15,0.34,0.55,0
9/12/2023 3:15,0,0,0,349818.66,349845.81,27.16,18920.65,2516.57,0.43,12238.69,367453.81,367884.63,430.82,0.01,0.23,0.23,0.06,346.86,186.12,0.29,59.95,0.01,0.24,0.24,28.67,0.52,28.67,-15.96,-1.61,15.96,144109.84,147124.88,58611.09,4.65,4.34,18.17,7359.4,8809.76,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5990.29,5375.88,872.52,150675.78,154718.83,60485.52,241.17,83.94,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.04,0.08,1,482.34,279.22,279.03,278.99,279.23,0.15,0.34,0.54,0
9/12/2023 3:30,0,0,0,349818.69,349845.84,27.16,18920.71,2516.57,0.43,12238.69,367453.88,367884.69,430.82,0.01,0.23,0.23,0.06,346.75,186.07,0.29,60.02,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144109.84,147124.88,58611.09,4.65,4.34,18.17,7359.42,8809.79,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5990.29,5375.88,872.52,150675.8,154718.88,60485.52,241.17,83.94,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.04,0.08,1,482.15,279.1,278.99,278.95,279.11,0.15,0.34,0.54,0
9/12/2023 3:45,0,0,0,349818.69,349845.84,27.16,18920.77,2516.57,0.43,12238.69,367453.94,367884.75,430.82,0.01,0.23,0.24,0.06,347.17,186.29,0.29,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144109.84,147124.89,58611.09,4.65,4.34,18.17,7359.44,8809.83,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5990.29,5375.88,872.52,150675.83,154718.91,60485.52,241.17,83.94,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.03,0.08,1,482.74,279.46,279.31,279.25,279.48,0.15,0.34,0.54,0
9/12/2023 4:00,0,0,0,349818.69,349845.84,27.16,18920.83,2516.57,0.43,12238.69,367454,367884.81,430.82,0.01,0.24,0.24,0.06,346.64,186.02,0.3,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144109.84,147124.89,58611.09,4.65,4.34,18.17,7359.46,8809.87,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5990.29,5375.88,872.52,150675.84,154718.94,60485.52,241.17,83.94,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.03,0.07,1,481.98,279.09,278.87,278.82,279.08,0.15,0.34,0.54,0
9/12/2023 4:15,0,0,0,349818.69,349845.84,27.16,18920.88,2516.57,0.43,12238.69,367454.03,367884.84,430.82,0.01,0.23,0.23,0.04,346,185.73,0.29,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144109.84,147124.89,58611.09,4.65,4.34,18.17,7359.49,8809.9,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5990.29,5375.88,872.52,150675.86,154718.97,60485.52,241.17,83.94,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.01,0.06,1,480.92,278.52,278.57,278.52,278.53,0.15,0.34,0.54,0
9/12/2023 4:30,0,0,0,349818.69,349845.84,27.16,18920.94,2516.57,0.43,12238.69,367454.09,367884.91,430.82,0.01,0.24,0.24,0.05,346.46,185.92,0.3,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144109.86,147124.89,58611.09,4.65,4.34,18.17,7359.51,8809.94,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5990.29,5375.88,872.52,150675.89,154719.02,60485.52,241.17,83.94,2197.47,0,0.01,0,0.09,0.15,0,0.09,0.15,0,0.03,0.07,1,481.73,278.84,278.82,278.77,278.84,0.15,0.35,0.55,0
9/12/2023 4:45,0,0,0,349818.69,349845.84,27.16,18921,2516.57,0.43,12238.69,367454.16,367884.97,430.82,0.02,0.24,0.24,0.07,346.58,185.98,0.3,60.02,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144109.86,147124.89,58611.09,4.65,4.34,18.17,7359.53,8809.97,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5990.29,5375.88,872.52,150675.91,154719.05,60485.52,241.17,83.94,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.02,0.07,1,481.65,278.96,278.83,278.78,278.97,0.15,0.35,0.55,0
9/12/2023 5:00,0,0,0,349818.69,349845.84,27.16,18921.06,2516.57,0.43,12238.69,367454.22,367885.03,430.82,0.01,0.24,0.24,0.05,344.4,184.8,0.3,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144109.86,147124.89,58611.09,4.65,4.34,18.17,7359.55,8810.01,2751.5,239.2,81.58,2195.79,0.02,0.4,0.01,5990.29,5375.88,872.52,150675.94,154719.08,60485.52,241.17,83.94,2197.47,0,0.01,0,0.09,0.15,0,0.09,0.15,0,0.03,0.06,1,478.9,277.17,277.13,277.07,277.18,0.15,0.36,0.55,0
